lhb,cluster,practice,practice_code,Asthma ,Atrial fibrillation ,Cancer ,Chronic obstructive pulmonary disease ,Secondary prevention of coronary heart disease ,Dementia ,Diabetes mellitus (patients aged 17+) ,Epilepsy (patients aged 18+) ,Heart failure ,Hypertension ,Learning disability ,Mental health ,Obesity (patients aged 16+) ,Osteoporosis (patients aged 50+) ,Palliative care ,Rheumatoid Arthritis (patients aged 16+) ,Stroke and transient ischaemic attack 
Aneurin Bevan University Health Board ,Torfaen South ,Llanyravon Surgery ,W93025 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aneurin Bevan University Health Board ,Torfaen South ,New Chapel Street Surgery ,W93026 ,6.352843,2.582795,3.186836,3.770048,4.040825,0.437409,9.023868,1.22634,1.374714,18.975213,0.499896,0.853989,15.172605,0.194553,0.270777,1.044671,2.436992
Aneurin Bevan University Health Board ,Torfaen South ,Cwmbran Village Surgery ,W93027 ,4.999364,2.315227,2.467879,1.641013,3.34563,0.553365,7.660149,0.765176,1.055845,13.178985,0.305305,0.769622,7.415297,0.326239,0.356189,0.904866,1.704618
Aneurin Bevan University Health Board ,Torfaen South ,Clark Avenue Surgery ,W93028 ,7.598422,2.092319,3.285308,2.376801,3.202716,0.880976,8.92187,0.989057,1.110397,15.141782,0.477196,0.963568,9.550552,0.319018,0.357897,0.721647,2.119849
Aneurin Bevan University Health Board ,Torfaen South ,Nant Dowlais Health Centre ,W93029 ,7.641062,2.200464,2.119713,2.927223,3.189664,0.958918,9.030757,1.103693,1.039669,14.46452,0.44413,0.80751,19.543656,0.53281,0.252347,0.927625,1.635207
Powys Teaching Health Board ,Torfaen South ,,,7.399833,3.121859,4.507791,2.384617,4.087513,0.808928,8.004713,0.83612,1.731008,17.580664,0.428711,1.09497,14.619487,0.709397,0.451904,1.128325,2.775377
Powys Teaching Health Board ,Mid Powys ,,,7.28586,3.351034,5.36957,3.113559,4.696725,0.864145,7.917731,0.908488,2.041624,18.447178,0.458458,1.101619,14.199109,1.49771,0.349616,1.228695,3.050892
Powys Teaching Health Board ,Mid Powys ,Wylcwm Street Surgery ,W96004 ,7.711391,3.328509,4.279512,2.274137,4.568948,0.31011,7.779238,0.662874,0.992351,18.668596,0.186066,0.992351,16.227489,0.195389,0.289436,1.507864,2.790986
Powys Teaching Health Board ,Mid Powys ,Rhayader Group Practice ,W96006 ,4.37891,4.140602,5.451296,2.889485,4.37891,2.532023,7.579329,1.07267,2.412869,15.847483,0.297885,0.863867,14.037851,0.056433,0.80429,0.98265,3.276735
Powys Teaching Health Board ,Mid Powys ,Builth Wells Medical Practice ,W96007 ,6.417813,3.064833,5.108055,2.946955,4.191225,0.615586,6.845566,0.802447,1.72888,17.812705,0.602489,1.178782,13.141193,0.355787,0.288147,1.311105,2.54093
Powys Teaching Health Board ,Mid Powys ,Llandrindod Wells Medical Centre ,W96013 ,8.573527,3.277033,5.828897,3.809436,5.397466,0.835322,9.074904,1.008902,2.322379,18.698366,0.504865,1.1566,15.236938,3.510983,0.266202,0.962447,3.699284
Powys Teaching Health Board ,Mid Powys ,Presteigne Medical Practice ,W96438 ,7.369299,3.476085,5.923248,2.697442,4.115684,0.667408,7.267942,1.014054,2.919911,21.162403,0.528365,1.140156,10.818696,1.263977,0.389321,1.691418,2.30812
Powys Teaching Health Board ,North Powys ,,,7.578595,2.838764,3.794582,2.091324,3.910851,0.679491,7.968104,0.83932,1.61115,16.404433,0.418265,1.079636,14.897349,0.521121,0.425815,1.075305,2.628877
Powys Teaching Health Board ,North Powys ,Montgomery Medical Practice ,W96001 ,8.042222,3.355114,5.152048,2.563458,4.473486,0.96758,8.332848,0.840496,2.073385,17.491832,0.414677,1.357125,19.578555,0.405438,0.691128,1.143059,2.978135
Powys Teaching Health Board ,North Powys ,Arwystli Medical Practice ,W96005 ,6.168368,2.798815,2.985402,1.426847,3.698826,0.307321,8.395986,0.839689,1.492701,16.068489,0.417078,0.735375,11.342363,0.141186,0.351224,1.075348,2.765887
Powys Teaching Health Board ,North Powys ,Caereinion Medical Practice ,W96009 ,7.866307,3.089129,3.207292,1.637407,4.034436,0.590817,8.092091,0.611556,1.553005,19.581364,0.219446,0.877785,15.872515,1.316212,0.202566,1.108305,2.903444
Powys Teaching Health Board ,North Powys ,Welshpool Medical Centre ,W96010 ,9.569669,2.750304,2.38591,1.8827,3.826132,1.127885,7.243949,1.107496,1.483602,14.523686,0.468506,1.015096,13.60797,0.095675,0.520562,0.828491,2.680895
Powys Teaching Health Board ,North Powys ,Dyfi Valley Health ,W96011 ,7.301078,3.191489,4.64879,2.929175,3.890994,0.422617,9.475688,0.722218,1.661323,19.440396,0.378898,1.340717,12.667645,0.493556,0.408044,1.224819,2.389974
Powys Teaching Health Board ,North Powys ,Llanfyllin Group Practice ,W96012 ,6.834818,3.174883,4.136167,2.10777,3.950966,0.564424,7.233353,0.587721,1.137666,17.303113,0.308669,0.926008,13.064707,1.259622,0.432137,1.051423,2.60164
Powys Teaching Health Board ,North Powys ,Newtown Medical Practice ,W96015 ,7.196801,2.065749,4.279579,2.199023,3.716867,0.644158,7.841508,0.989485,1.92507,13.904931,0.577521,1.288316,17.963788,0.1734,0.340589,1.173109,2.310084
Powys Teaching Health Board ,South Powys ,,,7.216562,3.379826,4.969175,2.32609,3.939487,0.959731,8.115641,0.783003,1.698658,18.709282,0.424118,1.112763,14.500509,0.425752,0.557475,1.137547,2.804862
Powys Teaching Health Board ,South Powys ,Pengorof Surgery ,W96002 ,7.592607,2.840227,4.400352,3.160253,4.160333,1.224098,9.39392,0.925113,2.008161,21.017681,0.480038,1.360109,21.753743,0.673162,0.448036,1.081942,2.784223
Powys Teaching Health Board ,South Powys ,Ty Henry Vaughan ,W96003 ,7.087172,3.421171,4.948135,2.216352,3.459829,0.773146,8.014349,0.701527,1.288577,18.001417,0.489659,0.972875,11.171718,0.271283,0.328587,1.129298,2.628697
Powys Teaching Health Board ,South Powys ,War Memorial Health Centre ,W96016 ,7.18516,4.101017,5.31903,1.586769,4.805006,1.251536,7.648567,0.734787,1.888479,17.610906,0.178791,0.949827,11.340473,0.249329,0.793385,1.153268,3.184713
Powys Teaching Health Board ,South Powys ,Hay on Wye Health Centre ,W96017 ,6.941753,3.339793,5.459934,2.085946,3.590562,0.615525,7.002419,0.778736,1.789582,17.793229,0.478742,1.174057,13.544242,0.580271,0.877693,1.213116,2.758463
